0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.983341664682815475e-02,9.950041652780258206e-01
2.000000000000000000e+00,1.986693307950612164e-01,9.800665778412416262e-01
3.000000000000000000e+00,2.955202066613395462e-01,9.553364891256059810e-01
4.000000000000000000e+00,3.894183423086505225e-01,9.210609940028851028e-01
5.000000000000000000e+00,4.794255386042030054e-01,8.775825618903727587e-01
6.000000000000000000e+00,5.646424733950353714e-01,8.253356149096783279e-01
7.000000000000000000e+00,6.442176872376910168e-01,7.648421872844884950e-01
8.000000000000000000e+00,7.173560908995227914e-01,6.967067093471653871e-01
9.000000000000000000e+00,7.833269096274834142e-01,6.216099682706643925e-01
1.000000000000000000e+01,8.414709848078965049e-01,5.403023058681397650e-01
1.100000000000000000e+01,8.912073600614354163e-01,4.535961214255773144e-01
1.200000000000000000e+01,9.320390859672262884e-01,3.623577544766736214e-01
1.300000000000000000e+01,9.635581854171929583e-01,2.674988286245873481e-01
1.400000000000000000e+01,9.854497299884601436e-01,1.699671429002410361e-01
1.500000000000000000e+01,9.974949866040544455e-01,7.073720166770290640e-02
1.600000000000000000e+01,9.995736030415051099e-01,-2.919952230128881540e-02
1.700000000000000000e+01,9.916648104524685703e-01,-1.288444942955246364e-01
1.800000000000000000e+01,9.738476308781951474e-01,-2.272020946930871088e-01
1.900000000000000000e+01,9.463000876874144707e-01,-3.232895668635033526e-01
2.000000000000000000e+01,9.092974268256817094e-01,-4.161468365471424069e-01
2.100000000000000000e+01,8.632093666488737105e-01,-5.048461045998575702e-01
2.200000000000000000e+01,8.084964038195900926e-01,-5.885011172553458181e-01
2.300000000000000000e+01,7.457052121767202557e-01,-6.662760212798239934e-01
2.400000000000000000e+01,6.754631805511509546e-01,-7.373937155412454425e-01
2.500000000000000000e+01,5.984721441039564382e-01,-8.011436155469336962e-01
2.600000000000000000e+01,5.155013718214641605e-01,-8.568887533689473202e-01
2.700000000000000000e+01,4.273798802338297786e-01,-9.040721420170612088e-01
2.800000000000000000e+01,3.349881501559051067e-01,-9.422223406686580649e-01
2.900000000000000000e+01,2.392493292139824257e-01,-9.709581651495905463e-01
3.000000000000000000e+01,1.411200080598672135e-01,-9.899924966004454152e-01
3.100000000000000000e+01,4.158066243329049116e-02,-9.991351502732794820e-01
3.200000000000000000e+01,-5.837414342758008579e-02,-9.982947757947531198e-01
3.300000000000000000e+01,-1.577456941432482107e-01,-9.874797699088648795e-01
3.400000000000000000e+01,-2.555411020268312239e-01,-9.667981925794610909e-01
3.500000000000000000e+01,-3.507832276896198365e-01,-9.364566872907963413e-01
3.600000000000000000e+01,-4.425204432948524613e-01,-8.967584163341469905e-01
3.700000000000000000e+01,-5.298361409084934026e-01,-8.481000317104080422e-01
3.800000000000000000e+01,-6.118578909427189183e-01,-7.909677119144168378e-01
3.900000000000000000e+01,-6.877661591839737687e-01,-7.259323042001402104e-01
4.000000000000000000e+01,-7.568024953079282025e-01,-6.536436208636119405e-01
4.100000000000000000e+01,-8.182771110644102563e-01,-5.748239465332691811e-01
4.200000000000000000e+01,-8.715757724135881901e-01,-4.902608213406994264e-01
4.300000000000000000e+01,-9.161659367494549011e-01,-4.007991720799754520e-01
4.400000000000000000e+01,-9.516020738895161202e-01,-3.073328699784193541e-01
4.500000000000000000e+01,-9.775301176650970092e-01,-2.107957994307796956e-01
4.600000000000000000e+01,-9.936910036334644092e-01,-1.121525269350548693e-01
4.700000000000000000e+01,-9.999232575641008314e-01,-1.238866346289056036e-02
4.800000000000000000e+01,-9.961646088358406814e-01,8.749898343944639834e-02
4.900000000000000000e+01,-9.824526126243324775e-01,1.865123694225757633e-01
5.000000000000000000e+01,-9.589242746631384540e-01,2.836621854632262463e-01
5.100000000000000000e+01,-9.258146823277324522e-01,3.779777427129802359e-01
5.200000000000000000e+01,-8.834546557201531369e-01,4.685166713003771077e-01
5.300000000000000000e+01,-8.322674422239012548e-01,5.543743361791607649e-01
5.400000000000000000e+01,-7.727644875559871451e-01,6.346928759426346822e-01
5.500000000000000000e+01,-7.055403255703919241e-01,7.086697742912599907e-01
5.600000000000000000e+01,-6.312666378723216232e-01,7.755658785102496067e-01
5.700000000000000000e+01,-5.506855425976375784e-01,8.347127848391597826e-01
5.800000000000000000e+01,-4.646021794137573657e-01,8.855195169413189182e-01
5.900000000000000000e+01,-3.738766648302360163e-01,9.274784307440359088e-01
6.000000000000000000e+01,-2.794154981989258602e-01,9.601702866503659672e-01
6.100000000000000000e+01,-1.821625042720958765e-01,9.832684384425844915e-01
6.200000000000000000e+01,-8.308940281749639667e-02,9.965420970232174991e-01
6.300000000000000000e+01,1.681390048434971279e-02,9.998586363834151003e-01
6.400000000000000000e+01,1.165492048504936373e-01,9.931849187581925920e-01
6.500000000000000000e+01,2.151199880878155168e-01,9.765876257280234896e-01
6.600000000000000000e+01,3.115413635133778558e-01,9.502325919585296043e-01
6.700000000000000000e+01,4.048499206165983022e-01,9.143831482353194096e-01
6.800000000000000000e+01,4.941133511386081589e-01,8.693974903498252749e-01
6.900000000000000000e+01,5.784397643882001061e-01,8.157251001253568168e-01
7.000000000000000000e+01,6.569865987187890610e-01,7.539022543433046009e-01
7.100000000000000000e+01,7.289690401258759334e-01,6.845466664428065950e-01
7.200000000000000000e+01,7.936678638491531101e-01,6.083513145322545501e-01
7.300000000000000000e+01,8.504366206285643992e-01,5.260775173811053085e-01
7.400000000000000000e+01,8.987080958116269169e-01,4.385473275743903554e-01
7.500000000000000000e+01,9.379999767747388972e-01,3.466353178350258246e-01
7.600000000000000000e+01,9.679196720314863223e-01,2.512598425822556991e-01
7.700000000000000000e+01,9.881682338770003682e-01,1.533738620378643502e-01
7.800000000000000000e+01,9.985433453746049848e-01,5.395542056264975017e-02
7.900000000000000000e+01,9.989413418397720124e-01,-4.600212563953694905e-02
8.000000000000000000e+01,9.893582466233817874e-01,-1.455000338086135381e-01
8.100000000000000000e+01,9.698898108450862976e-01,-2.435441537357911079e-01
8.200000000000000000e+01,9.407305566797731222e-01,-3.391548609838345163e-01
8.300000000000000000e+01,9.021718337562932843e-01,-4.313768449706208430e-01
8.400000000000000000e+01,8.545989080882805400e-01,-5.192886541166855663e-01
8.500000000000000000e+01,7.984871126234902583e-01,-6.020119026848236299e-01
