0.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+02
1.000000000000000000e+00,5.499167083234140563e+01,9.985012495834077129e+01
2.000000000000000000e+00,5.993346653975306282e+01,9.940199733523724035e+01
3.000000000000000000e+00,6.477601033306697786e+01,9.866009467376818520e+01
4.000000000000000000e+00,6.947091711543252757e+01,9.763182982008655131e+01
5.000000000000000000e+00,7.397127693021015205e+01,9.632747685671118631e+01
6.000000000000000000e+00,7.823212366975177190e+01,9.476006844729035095e+01
7.000000000000000000e+00,8.221088436188455262e+01,9.294526561853464841e+01
8.000000000000000000e+00,8.586780454497613846e+01,9.090120128041496628e+01
9.000000000000000000e+00,8.916634548137417937e+01,8.864829904811992378e+01
1.000000000000000000e+01,9.207354924039482569e+01,8.620906917604419561e+01
1.100000000000000000e+01,9.456036800307177259e+01,8.360788364276731954e+01
1.200000000000000000e+01,9.660195429836130643e+01,8.087073263430021086e+01
1.300000000000000000e+01,9.817790927085965791e+01,7.802496485873761856e+01
1.400000000000000000e+01,9.927248649942301029e+01,7.509901428700723613e+01
1.500000000000000000e+01,9.987474933020271806e+01,7.212211605003108161e+01
1.600000000000000000e+01,9.997868015207525616e+01,6.912401433096133019e+01
1.700000000000000000e+01,9.958324052262342718e+01,6.613466517113425880e+01
1.800000000000000000e+01,9.869238154390976092e+01,6.318393715920738885e+01
1.900000000000000000e+01,9.731500438437072376e+01,6.030131299409489998e+01
2.000000000000000000e+01,9.546487134128409480e+01,5.751559490358572901e+01
2.100000000000000000e+01,9.316046833244368486e+01,5.485461686200427067e+01
2.200000000000000000e+01,9.042482019097950285e+01,5.234496648233962901e+01
2.300000000000000000e+01,8.728526060883601190e+01,5.001171936160528020e+01
2.400000000000000000e+01,8.377315902755753996e+01,4.787818853376263917e+01
2.500000000000000000e+01,7.992360720519782546e+01,4.596569153359199333e+01
2.600000000000000000e+01,7.577506859107320736e+01,4.429333739893158395e+01
2.700000000000000000e+01,7.136899401169148405e+01,4.287783573948816240e+01
2.800000000000000000e+01,6.674940750779525445e+01,4.173332977994026294e+01
2.900000000000000000e+01,6.196246646069911890e+01,4.087125504551228516e+01
3.000000000000000000e+01,5.705600040299336229e+01,4.030022510198664065e+01
3.100000000000000000e+01,5.207903312166452281e+01,4.002594549180161465e+01
3.200000000000000000e+01,4.708129282862099529e+01,4.005115672615740152e+01
3.300000000000000000e+01,4.211271529283759207e+01,4.037560690273404873e+01
3.400000000000000000e+01,3.722294489865844014e+01,4.099605422261616638e+01
3.500000000000000000e+01,3.246083861551900895e+01,4.190629938127611354e+01
3.600000000000000000e+01,2.787397783525737793e+01,4.309724750997558829e+01
3.700000000000000000e+01,2.350819295457532832e+01,4.455699904868775718e+01
3.800000000000000000e+01,1.940710545286405520e+01,4.627096864256749598e+01
3.900000000000000000e+01,1.561169204080130868e+01,4.822203087399579147e+01
4.000000000000000000e+01,1.215987523460358943e+01,5.039069137409164512e+01
4.100000000000000000e+01,9.086144446779485406e+00,5.275528160400192235e+01
4.200000000000000000e+01,6.421211379320588719e+00,5.529217535977901576e+01
4.300000000000000000e+01,4.191703162527254278e+00,5.797602483760073255e+01
4.400000000000000000e+01,2.419896305524190439e+00,6.078001390064741827e+01
4.500000000000000000e+01,1.123494116745149540e+00,6.367612601707661213e+01
4.600000000000000000e+01,3.154498183267762101e-01,6.663542419194835986e+01
4.700000000000000000e+01,3.837121794958875398e-03,6.962834009611327701e+01
4.800000000000000000e+01,1.917695582079659289e-01,7.262496950318339373e+01
4.900000000000000000e+01,8.773693687833770127e-01,7.559537108267727490e+01
5.000000000000000000e+01,2.053786266843076191e+00,7.850986556389678128e+01
5.100000000000000000e+01,3.709265883613376502e+00,8.133933228138940308e+01
5.200000000000000000e+01,5.827267213992342931e+00,8.405550013901131479e+01
5.300000000000000000e+01,8.386627888804937925e+00,8.663123008537482406e+01
5.400000000000000000e+01,1.136177562220063919e+01,8.904078627827904313e+01
5.500000000000000000e+01,1.472298372148040357e+01,9.126009322873780150e+01
5.600000000000000000e+01,1.843666810638391951e+01,9.326697635530749153e+01
5.700000000000000000e+01,2.246572287011812108e+01,9.504138354517479570e+01
5.800000000000000000e+01,2.676989102931213083e+01,9.656558550823956466e+01
5.900000000000000000e+01,3.130616675848819952e+01,9.782435292232108281e+01
6.000000000000000000e+01,3.602922509005370699e+01,9.880510859951098723e+01
